source,id,url,title,abstract,publication_date,year,doi
pubmed,41876500,https://pubmed.ncbi.nlm.nih.gov/41876500/,TrialMatchAI: an end-to-end AI-powered clinical trial recommendation system to streamline patient-to-trial matching.,"Patient recruitment remains a major bottleneck in clinical trials, calling for scalable and automated solutions. We present TrialMatchAI, an AI-powered recommendation system that automates patient-to-trial matching by processing heterogeneous clinical data, including structured records and unstructured physician notes. Built on fine-tuned, open-source large language models (LLMs) within a retrieval-augmented generation framework, TrialMatchAI ensures transparency and reproducibility and maintains a lightweight deployment footprint suitable for clinical environments. The system normalizes biomedical entities, retrieves relevant trials using a hybrid search strategy combining lexical and semantic similarity, re-ranks results, and performs criterion-level eligibility assessments using medical Chain-of-Thought reasoning. This pipeline delivers explainable outputs with traceable decision rationales. In real-world validation, 92% of oncology patients had at least one relevant trial retrieved within the top 20 recommendations. Evaluation across synthetic and real clinical datasets confirmed state-of-the-art performance, with expert assessment validating over 90% accuracy in criterion-level eligibility classification - particularly excelling in biomarker-driven matches. Designed for modularity and privacy, TrialMatchAI supports Phenopackets-standardized data, enables secure local deployment, and allows seamless replacement of LLM components as more advanced models emerge. By enhancing efficiency, interpretability and offering lightweight, open-source deployment, TrialMatchAI provides a scalable solution for AI-driven clinical trial matching in precision medicine.",2026 Mar 25,2026,
pubmed,41874150,https://pubmed.ncbi.nlm.nih.gov/41874150/,A Review of Multi-Agent AI Systems for Biological and Clinical Data Analysis.,"This review evaluates the emerging paradigm of multi-agent systems (MASs) for biomedical and clinical data analysis, focusing on their ability to overcome the reasoning and reliability limitations of standalone large language models (LLMs). We synthesize findings from recent architectural frameworks, specifically LangGraph, CrewAI, and the Model Context Protocol (MCP), to examine how specialized agent teams divide labor, utilize precision tools, and cross-verify outputs. We find that MAS architectures yield significant performance gains in various domains: recent implementations improved oncology decision-making accuracy from 30.3% to 87.2% and reached a peak of 93.2% accuracy on USMLE-style benchmarks through simulated clinical evolution. In clinical trial matching, multi-agent frameworks achieved 87.3% accuracy and enhanced clinician screening efficiency by 42.6% (<i>p</i> < 0.001). However, we also highlight critical operational challenges, including an unreliability tax of 15-50× higher token consumption compared to standalone models and the risk of cascading errors where initial hallucinations are amplified across the agent collective. We conclude that while MAS enables a shift toward collaborative intelligence in biomedicine, its clinical and research adoption requires the development of deterministic orchestration and rigorous cost-utility frameworks to ensure safety and expert-centered oversight.",2026 Feb 28,2026,
pubmed,41867763,https://pubmed.ncbi.nlm.nih.gov/41867763/,Application of large language models to the annotation of cell lines and mouse strains in genomics data.,"Accurate, consistent and comprehensive metadata are essential for the reuse of functional genomics data deposited in repositories such as the Gene Expression Omnibus (GEO), however, achieving this often requires careful manual curation that is time-consuming, costly and prone to errors. In this paper, we evaluate the performance of Large Language Models (LLMs), specifically OpenAI's GPT-4o, as an assistive tool for entity-to-ontology annotation of two commonly encountered descriptors in transcriptomic experiments - mouse strains and cell lines. Using over 9,000 manually curated experiments from the Gemma database and over 5,000 associated journal articles, we assess the model's ability to identify relevant free-text entries and map them to appropriate ontology terms. Using zero-shot prompting and retrieval-augmented generation (RAG) to incorporate domain-specific ontology knowledge, GPT-4o correctly annotated 77% of mouse strain and 59% of cell line experiments, and uncovered manual curation errors in Gemma for over 200 experiments. GPT-4o substantially outperformed a regular expression-based string-matching method, which correctly annotated only 6% of mouse strain experiments due to low precision. Model errors often arose from typographical mistakes or inconsistent naming in the GEO record or publication, and resembled those made by human curators. Along with annotations, our approach requests that the model output supporting context and quotes from the sources. These were typically accurate and enabled rapid curator verification. These findings suggest that LLMs are not ready to fully replace manual curators, but can already effectively support them. A human-in-the-loop workflow, in which LLM's annotations are provided to human curators for validation, may improve the efficiency and quality of large-scale biomedical metadata curation.",2026 Mar 12,2026,
pubmed,41845065,https://pubmed.ncbi.nlm.nih.gov/41845065/,CellVoyager: AI CompBio agent generates new insights by autonomously analyzing biological data.,"Modern biology increasingly relies on complex, high-dimensional datasets such as single-cell RNA sequencing (scRNA-seq), which present a vast space of potential hypotheses. Systematically exploring this space is often impractical, as scRNA-seq analyses are time-consuming and require substantial computational and domain expertise. To address this challenge, we introduce CellVoyager, an AI agent built on large language models that autonomously generates and implements scRNA-seq analyses within a Jupyter notebook environment. We evaluate CellVoyager on CellBench, a benchmark of 76 published scRNA-seq studies, where it outperforms GPT-4o and o3-mini by up to 23% in predicting which analyses authors ultimately conducted, given only the papers' background sections. Across three in-depth case studies, CellVoyager generated novel findings in COVID-19, cell-cell communication and aging that experts consistently rated as creative and scientifically sound. These results demonstrate CellVoyager's potential to accelerate computational biology and uncover missing insights by autonomously analyzing biological data at scale.",2026 Apr,2026,
pubmed,41844379,https://pubmed.ncbi.nlm.nih.gov/41844379/,zERExtractor: An Automated Platform for Enzyme-Catalyzed Reaction Data Extraction from Scientific Literature.,"The rapid expansion of enzyme reaction literature has created a major bottleneck in database curation, leaving vast amounts of enzyme-substrate-condition relationships unstructured and inaccessible for DL-driven modeling. How to fully utilize the enzymatic reaction data has been an important task for future accurate enzyme activity prediction models. Current deep learning (DL)-based data extraction models heavily rely on large language models (LLMs) without a fidelity check and the ability to continuously evolve. To address these issues, we developed zERExtractor (<b>Z</b>elixir's <b>E</b>nzyme <b>R</b>eaction Data <b>E</b>xtractor), an accuracy-oriented and extensible platform for extracting enzyme-catalyzed reaction data from scientific publications. This system offers a unified multimodal information extraction framework (covering molecular reaction diagrams, tables, and texts) to integrate enzymatic reaction descriptors into structured storage. We employ fine-tuned large LLMs together with DL in a human-in-the-loop pipeline that evolves through data fidelity validation by experts and active learning. Also, zERExtractor achieves 89.9% accuracy in table recognition and over 98% accuracy in molecular image recognition on synthetic data sets, outperforming the strongest baseline by more than 2% and consistently maintaining above 95% on realistic benchmarks. zERExtractor bridges the data gap in enzyme reaction data with a scalable framework for accurate multimodal extraction, advancing DL-driven enzyme modeling and enabling future applications in computational enzymology and biotechnology. The platform is publicly accessible online at https://zpaper.zelixir.com/.",2026 Apr 13,2026,
pubmed,41808990,https://pubmed.ncbi.nlm.nih.gov/41808990/,The Virtual Biotech: A Multi-Agent AI Framework for Therapeutic Discovery and Development.,"Drug discovery and development requires integrating diverse evidence across biological scales and data modalities. However, relevant data, tools, and expertise remain fragmented across teams and organizations, making integration difficult. To address these challenges, we introduce the Virtual Biotech, a coordinated team of AI agents that mirrors the structure of human therapeutic research organizations to support end-to-end computational discovery. The Virtual Biotech is led by a Chief Scientific Officer agent that receives scientific queries, delegates them to domain-specialized scientist agents, and integrates their outputs through data-driven reasoning. Scientist agents leverage complementary tools and knowledge sources spanning statistical genetics, functional genomics, pathways and interactions, chemoinformatics, disease biology, and clinical data. We showcase the Virtual Biotech across three translational applications. First, the agents autonomously annotated and analyzed outcomes from 55,984 clinical trials to identify genomic features of drug targets associated with trial success. More than 37,000 clinical-trialist agents curated structured trial outcomes and linked targets to multi-omic annotations, including cell-type-specific features derived by the agents from single-cell RNA-sequencing atlases. The agents discovered that drugs targeting cell-type-specific genes were 40% more likely to progress from Phase I to Phase II and 48% more likely to reach market (Phase IV), while exhibiting 32% lower adverse event rates. Second, the Virtual Biotech evaluated B7-H3 as a lung cancer target, integrating statistical genetics, single-cell, spatial, and clinicogenomic evidence to propose an antibody-drug conjugate strategy while identifying key liabilities and differentiation opportunities. Third, the platform analyzed a terminated ulcerative colitis trial targeting OSMR <i>β</i> to infer potential failure mechanisms and proposed biomarker-guided enrollment strategies to address precision-medicine gaps. Together, these results illustrate how the Virtual Biotech can enable more transparent, efficient, and comprehensive multi-scale therapeutic analyses, helping to accelerate early-stage drug discovery workflows while keeping human scientists in the loop.",2026 Feb 23,2026,
pubmed,41806147,https://pubmed.ncbi.nlm.nih.gov/41806147/,Nanopore direct RNA sequencing for RNA modification analysis: workflow assessment and computational tool benchmarking.,"Recent advancements in sequencing technologies have transformed the characterization of genomic and transcriptomic complexity. In this review, we present a comprehensive overview of Oxford Nanopore Technologies (ONT), emphasizing its unique capability for real-time, long-read, and direct RNA sequencing. We begin by outlining the core ONT analytical workflow-base calling, alignment, re-squiggling, and quality control-and summarize the major computational tools applied at each stage. Then extensive illustrations of various RNA modification detection techniques are provided, spanning from statistical models, machine learning and deep learning frameworks to advanced strategies incorporating large language models. To assess methodological performance, additional benchmark analyses of m6A and pseudouridine (Ψ) are carried out across two publicly available datasets. These results demonstrate substantial variability across different tools, underscoring the inherent difficulties in reliably detecting modifications from ONT signals. We further examine the biological roles of key RNA modifications and contrast ONT-based approaches with conventional detection technologies. Finally, we discuss persistent limitations such as sequencing error rates, data and computational demands, and the complexity of multi-modification inference, and further propose future directions aimed at improving accuracy, robustness, and biological interpretability in ONT-based epitranscriptomic research.",2026 Mar 10,2026,
pubmed,41768541,https://pubmed.ncbi.nlm.nih.gov/41768541/,Bridging the computational-experimental gap: leveraging large language model to prioritize Alzheimer's therapeutics based on comparison of learning models.,"Alzheimer's Disease<sup>1</sup> (AD) necessitates accelerated treatment discovery, positioning drug repurposing as a vital strategy. While computational approaches such as knowledge graph reasoning and transcriptomics show promise, they often yield divergent results, complicating the selection of candidates for experimental follow-up<sup>2,3</sup>. To bridge the gap between computational prediction and in vivo validation, we propose an advanced framework leveraging large language models (LLMs). We systematically evaluated three state-of-the-art computational methods (TxGNN, CompGCN, and regularized logistic regression (RLR)) to generate a unified list of 90 candidates. An LLM-based agent was then used to automate evidence synthesis from biomedical literature, mimicking expert curation to efficiently refine the list using transparent selection criteria. Validated against real-world AD patient data, clinical trial registries, and pharmacological reviews, our framework demonstrated high robustness and clinical relevance. By integrating computational predictions with scalable evidence synthesis, this approach enhances the efficiency and consistency of candidate prioritization. Ultimately, this versatile framework offers a scalable pathway to accelerate the translation of repurposed drugs for AD and other complex diseases.",2026,2026,
pubmed,41744227,https://pubmed.ncbi.nlm.nih.gov/41744227/,Artificial intelligence-powered prediction of diabetic complications: from clinical data to molecular omics.,"Diabetic complications are a major cause of disability and mortality among patients, and early identification of high-risk individuals is essential for precision prevention and management. In recent years, the rapid advancement of artificial intelligence (AI) has provided transformative tools for risk prediction and clinical decision support in diabetes care. In this narrative review, we systematically surveyed studies published between January 2015 and June 2025 in PubMed, Web of Science, and Scopus that applied AI-based predictive modeling for three major diabetic complications: diabetic retinopathy (DR), diabetic nephropathy (DN), and diabetic cardiovascular disease (CVD). A total of 58 studies were included, encompassing models based on clinical features, molecular omics, medical imaging, and multimodal data integration. Cross-scale and multimodal data fusion has emerged as a promising new paradigm, demonstrating improved predictive performance over single-modality approaches in three major diabetic complications. We also summarize the evolution from traditional machine learning to deep learning and, more recently, to large language models and agent-based systems, comparing their methodological characteristics, strengths, and suitable application scenarios. Finally, we proposed an actionable six-step framework and clinical translation pathway for AI in diabetic complications, outlining key steps from data curation and model development to validation, regulatory compliance, and real-world implementation. Together, these insights provide a roadmap toward developing robust, transparent, and clinically deployable AI systems capable of transforming the prevention and management of diabetic complications.",2026 Jan 07,2026,
pubmed,41744224,https://pubmed.ncbi.nlm.nih.gov/41744224/,Artificial Intelligence agents for biological research: a survey.,"The rapid growth of biological data and experimental complexity has motivated increasing interest in artificial intelligence (AI) systems that extend beyond static prediction toward autonomous reasoning and action. While recent computational models achieve strong predictive performance, they largely operate as passive tools within human-driven research workflows. In contrast, AI agents integrate reasoning, planning, tool invocation, and feedback-driven refinement, enabling more adaptive and interactive forms of biological analysis. This survey provides a systematic synthesis of recent progress in biological AI agents by reviewing over 100 representative studies across clinical analytics, molecular and drug design, multi-omics analysis, and knowledge discovery. We introduce a unified 5D taxonomy that organizes existing work along task domains, system architectures, interaction modes, evaluation strategies, and resource integration. Building on this framework, we analyze common design patterns, highlight emerging capabilities enabled by agentic paradigms, and identify key open challenges, including reliability, privacy, scalability, and standardized evaluation. Collectively, this survey clarifies the conceptual and methodological landscape of biological AI agents and outlines directions toward more robust, transparent, and collaborative agent-based systems for biological research. To serve as a living resource for the community, we curated a GitHub repository that includes resources and benchmark summaries, available at https://github.com/MineSelf2016/biological_agents_survey.",2026 Jan 07,2026,
pubmed,41742311,https://pubmed.ncbi.nlm.nih.gov/41742311/,Benchmarking LLM-based agents for single-cell omics analysis.,"The surge in single-cell omics data exposes limitations in traditional, manually defined analysis workflows. AI agents offer a paradigm shift, enabling adaptive planning, executable code generation, traceable decisions, and real-time knowledge fusion. However, the lack of a comprehensive benchmark critically hinders progress. We introduce a novel benchmarking evaluation system to rigorously assess agent capabilities in single-cell omics analysis. This system comprises: a unified platform compatible with diverse agent frameworks and LLMs; multidimensional metrics assessing cognitive program synthesis, collaboration, execution efficiency, bioinformatics knowledge integration, and task completion quality; and 50 diverse real-world single-cell omics analysis tasks spanning multi-omics, species, and sequencing technologies. Our evaluation reveals that Grok3-beta achieves state-of-the-art performance among tested agent frameworks. Multi-agent frameworks significantly enhance collaboration and execution efficiency over single-agent approaches through specialized role division. Attribution analyses of agent capabilities identify that high-quality code generation is crucial for task success, and self-reflection has the most significant overall impact, followed by retrieval-augmented generation (RAG) and planning. This work highlights persistent challenges in code generation, long-context handling, and context-aware knowledge retrieval, providing a critical empirical foundation and best practices for developing robust AI agents in computational biology.",2026 Feb 25,2026,
pubmed,41729821,https://pubmed.ncbi.nlm.nih.gov/41729821/,MCPmed: a call for Model Context Protocol-enabled bioinformatics web services for LLM-driven discovery.,"Bioinformatics web servers are critical resources in modern biomedical research, facilitating interactive exploration of datasets through custom-built interfaces with rich visualization capabilities. However, this mostly human-centric design limits machine readability for large language models (LLMs) and deep research agents. We address this gap by adapting model context protocol (MCP) to bioinformatics web server backends, a standardized, machine-actionable layer that explicitly associates web service endpoints with scientific concepts and detailed metadata. Our implementations across widely used databases (GEO, STRING, and UCSC Cell Browser) demonstrate enhanced exploration capabilities through MCP-enabled LLMs. To accelerate adoption, we propose MCPmed, a community effort supplemented by lightweight breadcrumbs for services not yet fully MCP-enabled and templates for setting up new servers. This structured transition aims to significantly enhance automation, reproducibility, and interoperability, preparing bioinformatics web services for next-generation research agents.",2026 Jan 07,2026,
pubmed,41726985,https://pubmed.ncbi.nlm.nih.gov/41726985/,A multi-agent platform for assessment and improvement of bioinformatics software documentation.,"Rapid advances in bioinformatics have transformed biomedical research in areas such as single-cell and spatial omics, digital pathology, and multi-modal data integration, yet software usability and reproducibility have not kept pace with the growing complexity and proliferation of computational tools. Inconsistent, incomplete, or inaccessible documentation remains a pervasive and underappreciated barrier, limiting tool adoption, hindering reproducibility across laboratories, and reducing the long-term impact of computational methods. Here, we introduce BioGuider, a multi-agent platform designed to systematically evaluate and improve documentation quality in bioinformatics software. Rather than treating documentation as ancillary text, BioGuider models it as a first-class, testable object. The platform implements a modular pipeline for documentation collection, assessment, reporting, and optional correction, with specialized agents that emulate real-world user interactions. BioGuider evaluates documentation against standardized, task-oriented criteria spanning installation, configuration, usage, and tutorials, and supports iterative, constraint-aware refinement while preserving code integrity and biological context. We benchmark BioGuider using a controlled error-injection framework that introduces realistic documentation failures across general, biology-specific, and configuration-related categories. Across multiple large language models, BioGuider demonstrates robust error detection and correction, with strong performance maintained under severe documentation degradation. Applying BioGuider to 47 widely used bioinformatics tools, we observe a positive association between documentation quality and citation frequency, highlighting documentation as a previously under-quantified driver of software adoption and scientific impact.",2026 Feb 10,2026,
